no,workoutName,workoutTime,workoutDetails
1,18.1,AMRAP: 20 Min,18 toes-to-bars
10 dumbbell hang clean and jerks
14-cal. Row
2,18.2,Time cap: 9 Min,1-2-3-4-5-6-7-8-9-10 rep
Dumbbell squats
Bar-facing burpees
Then;
1-rep-max clean
3,18.3,Time cap: 14 Min,Two rounds
100 double-unders
20 overhead squats
100 double-unders
12 ring muscle-ups
100 double-unders
20 dumbbell snatches
100 double-unders
12 bar muscle-ups
Men perform 115-lb. OHS; 50-lb. DB snatches
4,18.4,Time cap: 9 min,21 deadlifts; 225 lb.
21 handstand push-ups
15 deadlifts; 225 lb.
15 handstand push-ups
9 deadlifts; 225 lb.
9 handstand push-ups
21 deadlifts; 315 lb.
50-ft. handstand walk
15 deadlifts; 315 lb.
50-ft. handstand walk
9 deadlifts; 315 lb.
50-ft. handstand walk
5,18.5,AMRAP: 7 Min,3-6-9-? thrusters 100 lbs
3-6-9-? chest-to-bar pull-ups
6,17.1,For Time,10 Dumbbell Snatch 50/35 lbs
15 Burpee Box Jump Overs 24/20?
20 Dumbbell Snatch 50/35 lbs
15 Burpee Box Jump Overs 24/20?
30 Dumbbell Snatch 50/35 lbs
15 Burpee Box Jump Overs 24/20?
40 Dumbbell Snatch 50/35 lbs
15 Burpee Box Jump Overs 24/20?
50 Dumbbell Snatch 50/35 lbs
15 Burpee Box Jump Overs 24/20?
7,17.2,AMRAP: 12 Min,Two Rounds
50 feet Dumbbell Walking Lunges 50/35 lbs
16 Toes to Bars
8 Dumbbell Power Cleans 50/35 lbs
Then; Two Rounds
50 ft Dumbbell Walking Lunges 50/35 lbs
16 Bar Muscle-Ups
8 Dumbbell Power Cleans 50/35 lbs
8,17.3,Time cap: 8 Min,3 rounds
6 Chest to Bar Pull Ups
6 Squat Snatches 95/65 lbs
Then; 3 rounds
7 Chest to Bar Pull Ups
5 Squat Snatches 135/95 lbs
Prior to 12:00; complete 3 rounds
8 Chest to Bar Pull Ups
4 Squat Snatches 185/135 lbs
Same rules applies to other rounds; +4 minutes if you finish 3 rounds; +1 C2B and -1 Squat Snatch; weight goes up to 225/155; 245/175 and 265/185 lbs
9,17.4,AMRAP: 13 Min,55 Deadlifts 225/155 lbs
55 Wall Balls 20/14 lbs
55 cal Row
55 HSPU
10,17.5,For Time,10 Rounds of
9 Thrusters 95/65 lbs
35 DUs
11,16.1,AMRAP: 20 Min,25-ft. Overhead Walking Lunges 95/65 lbs
8 Bar Facing Burpees
25-ft. Overhead Walking Lunges 95/65 lbs
8 Chest-to-Bar Pull Ups
12,16.2,Time cap: 4 Min,25 Toes-to-Bars
50 Double-Unders
15 Squat Cleans 135/85 lbs
If you finish before 4:00; add 4 minutes and continue:
25 TTB + 50 DUs + 13 Sq Cleans 185/115
Same rule applies for other rounds +4 minutes and decreased reps on squat cleans with increased weight
25 TTB + 50 DUs + 11 Sq Cleans 225/145 lbs
25 TTB + 50 DUs + 9 Sq Cleans 275/175 lbs
25 TTB + 50 DUs + 7 Sq Cleans 315/205 lbs
13,16.3,AMRAP: 7 Min,10 Power Snatches 75/55 lbs
3 Bar Muscle Ups
14,16.4,AMRAP: 13 Min,55 Deadlifts 225/155 lbs
55 Wall Balls 20/14 lbs
55 cal Row
55 HSPU
15,16.5,For Time,21-18-15-12-9-6-3 rep
Thrusters 95/65 lbs
Bar Facing Burpees
16,15.1,AMRAP: 9 Min; Time cap: 6 Min,Part A: 9 Min AMRAP
