no,workoutName,workoutTime,workoutDetails
1,JT,For time,21-15-9 rep
Handstand push-up
Ring dip
Push-ups
2,MICHAEL,For time,Three rounds
Run 800 meter
50 Back Extension
50 Sit-ups
3,MURPH,For time,1 mile Ru
100 Pull-up
200 Push-up
300 Squat
1 mile Run
4,DANIEL,For time,50 Pull-up
400 meter ru
95 lbs Thruster; 21 rep
800 meter ru
95 lbs Thruster; 21 rep
400 meter ru
50 Pull-ups
5,JOSH,For time,95 lbs Overhead squat; 21 rep
42 Pull-up
95 lbs Overhead squat; 15 rep
30 Pull-up
95 lbs Overhead squat; 9 rep
18 Pull-ups
6,JASON,For time,100 Squat
5 Muscle-up
75 Squat
10 Muscle-up
50 Squat
15 Muscle-up
25 Squat
20 Muscle-ups
7,BADGER,For time,Three rounds
95 lbs Squat clean; 30 rep
30 Pull-up
Run 800 meters
8,JOSHIE,For time,Three rounds
40 lbs Dumbbell snatch; 21 reps; right ar
21 L Pull-up
40 lbs Dumbbell snatch; 21 reps; left ar
21 L Pull-ups
9,NATE,AMRAP: 20 Min,2 Muscle-up
4 Handstand Push-up
8 2-Pood Kettlebell swings
10,RANDY,For time,75lbs power snatch; 75 reps
11,TOMMY V,For time,115 lbs Thruster; 21 rep
15 ft Rope Climb; 12 ascent
115 lbs Thruster; 15 rep
15 ft Rope Climb; 9 ascent
115 lbs Thruster; 9 rep
15 ft Rope Climb; 6 ascents
12,GRIFF,For time,Run 800 meter
Run 400 meters backward
Run 800 meter
Run 400 meters backwards
13,RYAN,For time,Five rounds
7 Muscle-up
21 Burpees
14,ERIN,For time,Five rounds
40 lbs Dumbbells split clean; 15 rep
21 Pull-ups
15,MR. JOSHUA,For time,Five rounds
Run 400 meter
30 Glute-ham sit-up
250 lbs Deadlift; 15 reps
16,DT,For time,Five rounds
155 lbs Deadlift; 12 rep
155 lbs Hang power clean; 9 rep
155 lbs Push jerk; 6 reps
17,DANNY,AMRAP: 20 Min,24in box jump; 30 rep
115 lbs push press; 20 rep
30 pull-ups
18,HANSEN,For time,Five rounds
30 reps; 2 pood Kettlebell swin
30 Burpee
30 Glute-ham sit-ups
19,TYLER,For time,Five rounds
7 Muscle-up
21 reps 95 lbs Sumo-deadlift high-pull
20,LUMBERJACK 20,For time,20 Deadlifts (275lbs
Run 400
20 KB swings (2pood
Run 400
20 Overhead Squats (115lbs
Run 400
20 Burpee
Run 400
20 Pullups (Chest to Bar
Run 400
20 Box jumps (24in
Run 400
20 DB Squat Cleans (45lbs each
Run 400m
21,STEPHEN,For time,30-25-20-15-10-5 rep rounds
GHD sit-u
Back extensio
Knees to elbo
95 lbs Stiff legged deadlift
22,GARRETT,For time,Three rounds
75 Squats
25 Ring handstand push-ups
25 L-pull-ups
23,WAR FRANK,For time,Three rounds
25 Muscle-ups
100 Squats
35 GHD situps
24,MCGHEE,AMRAP: 30 Min,275 lbs Deadlift; 5 reps
13 Push-ups
9 Box jumps; 24 inch box
25,PAUL,For Time,Five rounds
50 Double unders
35 Knees to elbows
185 lbs Overhead walk; 20 yards
26,JERRY,For Time,Run 1 mile
Row 2K
Run 1 mile
27,NUTTS,For Time,10 Handstand push-ups
250 lbs Deadlift; 15 reps
25 Box jumps; 30 inch box
50 Pull-ups
100 Wallball shots; 20 lbss; 10ft
200 Double-unders
Run 400 meters with a 45lb plate
28,ARNIE,For Time,With a single 2 pood kettlebell:
21 Turkish get-ups; Right arm
50 Swings
21 Overhead squats; Left arm
50 Swings
21 Overhead squats; Right arm
50 Swings
21 Turkish get-ups; Left arm
29,THE SEVEN,For Time,Seven rounds
7 Handstand push-up
135 lbs Thruster; 7 rep
7 Knees to elbow
245 lbs Deadlift; 7 rep
7 Burpee
7 Kettlebell swings; 2 poo
7 Pull-ups
30,RJ,For Time,Five rounds
Run 800 meters
15 ft Rope Climb; 5 ascents
50 Push-ups
31,LUCE,For Time,Wearing a 20 lbs vest; three rounds
Run 1K
10 Muscle-ups
100 Squats
32,JOHNSON,Rounds in 20 Min,245 lbs Deadlift; 9 reps
8 Muscle-ups
155 lbs Squat clean; 9 reps
33,ROY,25 Pull-ups
For Time,Five rounds
225 lbs Deadlift; 15 reps
20 Box jumps; 24 inch box
25 Pull-ups
34,ADAMBROWN,For Time,Two rounds
295 lbs Deadlift; 24 rep
24 Box jumps; 24 inch bo
24 Wallball shots; 20 lbs bal
195 lbs Bench press; 24 rep
24 Box jumps; 24 inch bo
24 Wallball shots; 20 lbs bal
145 lbs Clean; 24 reps
35,COE,For Time,Ten rounds
95 lbs Thruster; 10 reps
10 Ring push-ups
36,SEVERIN,For Time,50 Strict Pull-up
100 Push-ups; release hands from floor at the botto
Run 5
If you've got a twenty lbs vest or body armor; wear it.
37,HELTON,For Time,Three rounds
Run 800 meters
30 reps; 50 lbs dumbbell squat cleans
30 Burpees
38,JACK,AMRAP: 20 Min,115 lbs Push press; 10 reps
10 KB Swings; 1.5 pood
10 Box jumps; 24 inch box
39,FORREST,For Time,Three rounds
20 L-pull-ups
30 Toes to bar
40 Burpees
Run 800 meters
40,BULGER,For Time,Ten rounds
Run 150 meters
7 Chest to bar pull-ups
135 lbs Front squat; 7 reps
7 Handstand push-ups
41,BRENTON,For Time,Five rounds
Bear crawl 100 fee
Standing broad-jump; 100 fee
Do three Burpees after every five broad-jumps.
If you've got a twenty lbs vest or body armor; wear it.
42,BLAKE,For Time,Four rounds
100 foot Walking lunge with 45lb plate held overhea
30 Box jump; 24 inch bo
20 Wallball shots; 20 lbs bal
10 Handstand push-ups
43,COLLIN,For Time,Six rounds
Carry 50 lbs sandbag 400 meters
115 lbs Push press; 12 reps
12 Box jumps; 24 inch box
95 lbs Sumo deadlift high-pull; 12 reps
44,THOMPSON,For Time,Ten rounds
15 ft Rope Climb; 1 ascen
95 lbs Back squat; 29 rep
135 lbs barbells Farmer carry; 10 meter
Begin the rope climbs seated on the floor.
45,WHITTEN,For Time,Five rounds
22 Kettlebell swings; 2 pood
22 Box jump; 24 inch box
Run 400 meters
22 Burpees
22 Wall ball shots; 20 lbs ball
46,BULL,For Time,Two rounds
200 Double-unders
135 lbs Overhead squat; 50 reps
50 Pull-ups
Run 1 mile
47,RANKEL,AMRAP: 20 Min,225 lbs Deadlift; 6 reps
7 Burpee pull-ups
10 Kettlebell swings; 2 pood
Run 200 meters
48,HOLBROOK,Each Round For Time,Ten rounds
115 lbs Thruster; 5 reps
10 Pull-ups
100 meter Sprint
Rest 1 minute
49,LEDESMA,AMRAP: 20 Min,5 Parallette handstand push-up
10 Toes through ring
20 lbs Medicine ball cleans; 15 reps
50,WITTMAN,For Time,Seven rounds
1.5 pood Kettlebell swing; 15 rep
95 lbs Power clean; 15 rep
15 Box jumps; 24in box
51,MCCLUSKEY,For Time,Three rounds
9 Muscle-ups
15 Burpee pull-ups
21 Pull-ups
Run 800 meters
52,WEAVER,For Time,Four rounds
10 L-pull-ups
15 Push-ups
15 Chest to bar Pull-ups
15 Push-ups
20 Pull-ups
15 Push-ups
53,ABBATE,For Time,Run 1 mile
